"sexo";"nacimiento";"estatura";"peso";"grupo_rh"
"F";"1981-10-01";1.55;77.5;"A+"
"M";"1996-04-15";1.63;69.7;"O+"
"M";"1976-08-15";1.8;72.3;"A+"
"F";"1960-07-08";1.38;73.1;"O+"
"M";"1976-07-03";1.85;60.8;"O+"
"F";"1973-07-23";1.46;82.6;"O+"
"F";"1986-10-03";1.79;66.9;"A+"
"F";"1985-11-14";1.65;66.8;"O+"
"M";"1975-08-03";1.63;71.6;"O+"
"M";"1982-10-04";1.6;75;"O-"
"M";"1975-05-07";1.96;71.5;"B+"
"F";"1984-07-04";1.65;56.8;"O+"
"M";"1983-04-09";1.49;74.7;"O+"
"F";"1977-04-27";1.55;69.7;"B+"
"F";"1986-09-02";1.76;72;"A+"
"M";"1990-04-04";1.71;62.9;"O+"
"F";"1972-04-23";1.6;63.2;"O+"
"M";"1978-08-14";1.76;72.9;"A+"
"M";"1976-10-25";1.45;63.5;"AB+"
"M";"1976-09-08";1.39;55.2;"B+"
"F";"1978-04-13";1.54;59.1;"A+"
"F";"1976-11-11";1.46;62.9;"B+"
"M";"1981-04-15";1.65;57.1;"B+"
"F";"1977-07-12";1.61;45.2;"O+"
"F";"1969-05-24";1.51;84.7;"A+"
"M";"1963-11-01";1.65;75.1;"B+"
"M";"1975-06-13";1.41;67.5;"B+"
"M";"1973-06-01";1.73;69.4;"O+"
"M";"1979-08-07";1.62;67.1;"O-"
"F";"1980-10-09";1.39;46.8;"B+"
"F";"1977-07-15";1.78;75;"AB+"
"M";"1971-08-06";1.74;82.4;"O+"
"F";"1973-05-04";1.35;68.5;"O+"
"M";"1970-06-24";1.41;74;"A+"
"M";"1972-04-07";1.74;72.2;"O+"
"F";"1975-02-18";1.49;69.2;"O+"
"M";"1973-10-27";1.75;48.5;"A+"
"M";"1990-02-25";1.43;87.6;"O+"
"M";"1967-03-18";2.16;80.1;"O-"
"M";"1990-09-05";1.8;75.9;"A+"
"M";"1970-02-23";1.58;84.6;"B+"
"M";"1986-07-13";1.53;79.6;"A+"
"F";"1979-11-06";1.59;65.2;"B+"
"F";"1991-11-27";1.62;69.8;"O+"
"F";"1973-06-21";1.4;69.5;"A+"
"M";"1987-11-17";1.58;70;"B+"
"M";"1984-03-07";1.69;72.9;"O+"
"F";"1991-06-21";1.65;74.6;"O+"
"F";"1975-11-07";1.41;86.3;"O+"
"F";"1972-09-05";1.67;89.9;"B+"
"M";"1981-07-11";1.48;68;"A+"
"M";"1976-09-10";1.46;62.4;"O-"
"F";"1967-02-17";1.72;70.4;"O+"
"M";"1987-02-08";1.23;70.9;"A+"
"M";"1976-09-14";1.74;90.3;"B+"
"F";"1980-09-25";1.27;64.1;"A+"
"M";"1979-09-25";1.64;63.6;"O+"
"F";"1978-09-01";1.29;65.3;"B+"
"F";"1984-07-28";1.7;69.4;"A+"
"M";"1972-04-01";1.72;71.3;"B+"
"F";"1974-06-11";1.71;61.7;"O+"
"M";"1972-06-03";1.65;52.9;"B+"
"M";"1977-06-14";1.8;71.3;"A+"
"F";"1965-03-19";1.33;56.7;"AB+"
"F";"1972-03-24";1.34;68.7;"O+"
"M";"1983-04-12";1.68;51.4;"O-"
"M";"1981-10-22";1.85;59.7;"O+"
"F";"1994-07-06";1.77;74.6;"A+"
"M";"1977-07-06";1.67;81;"O+"
"F";"1978-10-19";1.69;71.2;"O+"
"F";"1973-03-25";1.27;73.3;"B+"
"F";"1980-08-27";1.7;62;"O+"
"M";"1980-07-03";1.85;87.7;"O+"
"F";"1976-03-25";1.7;97.2;"O+"
"F";"1987-09-05";1.47;81.7;"B+"
"M";"1976-03-22";1.69;74.5;"O+"
"F";"1984-04-17";1.43;73;"AB-"
"F";"1979-03-18";1.44;86.4;"B+"
"F";"1984-09-27";1.35;77;"B+"
"M";"1977-02-27";1.49;65.9;"A+"
"F";"1982-08-13";1.55;63.8;"B+"
"F";"1985-09-03";1.48;60;"A+"
"M";"1973-02-28";1.82;81.5;"O+"
"F";"1978-10-08";1.19;59.6;"AB+"
"M";"1979-10-06";1.58;66.8;"A+"
"M";"1980-08-13";1.83;84.5;"O+"
"M";"1989-03-26";1.73;79.5;"O+"
"F";"1974-10-25";1.62;71.7;"O+"
"F";"1985-08-27";1.72;61.3;"B+"
"M";"1978-11-01";1.5;66.8;"B+"
"F";"1978-10-08";1.24;78.4;"O+"
"M";"1992-11-03";1.83;69.9;"B-"
"M";"1982-11-23";1.68;65;"B+"
"M";"1987-06-20";1.6;51.7;"B+"
"M";"1980-08-19";1.53;61.4;"A+"
"F";"1974-08-13";1.66;53.5;"O+"
"M";"1973-05-04";1.65;90.4;"A+"
"M";"1975-02-03";1.48;83.9;"O+"
"F";"1975-10-27";1.81;66.4;"O+"
"M";"1980-08-06";1.7;80;"B+"
"F";"1972-07-14";1.4;72.2;"O+"
"M";"1975-06-06";1.74;66.9;"O+"
"F";"1984-07-12";1.41;75.3;"A-"
"M";"1986-04-12";1.87;82.5;"A+"
"F";"1987-09-27";1.37;66.5;"A+"
"F";"1985-07-11";1.42;77.2;"O-"
"M";"1976-02-14";1.34;70;"O+"
"M";"1981-07-21";1.45;70.3;"O+"
"M";"1989-08-11";1.82;83.6;"O+"
"M";"1988-06-02";1.63;66.1;"B+"
"F";"1990-02-01";1.75;94.5;"O+"
"M";"1990-03-22";1.53;66.8;"B+"
"F";"1991-10-13";1.91;62.6;"B+"
"F";"1981-11-20";1.63;93.1;"A-"
"F";"1966-09-18";1.71;61.6;"B+"
"M";"1985-07-14";1.54;71.1;"AB+"
"F";"1986-02-09";1.88;76.7;"AB+"
"F";"1985-06-05";1.61;73.4;"O+"
"F";"1980-04-21";1.51;64.2;"O+"
"F";"1972-11-05";1.42;70.7;"O+"
"F";"1979-04-06";1.58;64.6;"O+"
"M";"1980-08-25";1.46;73.9;"A+"
"F";"1975-06-17";1.55;90.8;"A-"
"M";"1980-08-11";1.64;69.9;"O+"
"M";"1979-06-27";1.6;67.7;"A+"
"F";"1979-04-28";1.56;66.2;"O+"
"F";"1974-11-27";1.86;63.4;"O-"
"M";"1973-06-05";2.08;77;"A+"
"F";"1981-04-08";1.68;70.2;"O+"
"F";"1997-11-13";1.59;73;"O+"
"F";"1969-02-26";1.68;74.9;"O+"
"M";"1979-11-08";1.72;63.6;"B+"
"M";"1989-08-23";1.61;73.7;"B+"
"M";"1977-10-06";1.49;91.1;"A-"
"F";"1989-07-10";1.62;84.7;"B+"
"F";"1985-10-10";1.83;80.2;"A-"
"M";"1977-07-10";1.92;60.5;"O+"
"F";"1979-09-19";1.36;64.5;"A+"
"M";"1983-09-24";1.76;63.5;"O+"
"M";"1981-06-15";1.27;81.3;"O+"
"F";"1982-03-23";1.56;75.9;"B+"
"M";"1974-04-14";1.81;78.8;"O+"
"F";"1975-05-17";1.24;69;"O-"
"M";"1979-04-03";1.51;69.9;"O+"
"F";"1974-06-10";1.97;72.5;"O-"
"M";"1982-05-20";1.93;91.4;"O+"
"F";"1983-10-20";1.64;73.1;"B+"
"F";"1986-11-24";1.36;79.7;"O+"
"M";"1986-02-20";1.75;60;"A+"
"F";"1986-07-13";1.71;89.5;"O+"
"M";"1984-04-24";1.25;62.6;"A+"
"F";"1982-11-09";1.45;81.2;"B+"
"M";"1984-09-25";1.46;71.3;"A+"
"F";"1982-02-17";1.64;71.7;"O+"
"F";"1979-02-18";1.57;70.8;"B+"
"M";"1976-11-04";1.71;85.5;"O+"
"M";"1976-08-11";1.59;64.9;"AB+"
"F";"1983-10-08";1.79;73.6;"B+"
"M";"1992-08-21";1.79;66.1;"B+"
"F";"1988-03-16";1.55;52.4;"O+"
"M";"1983-05-05";1.41;63.8;"A-"
"F";"1984-02-28";1.63;61.3;"A-"
"M";"1985-07-10";1.79;75.2;"A-"
"M";"1977-10-01";1.74;54.2;"O+"
"M";"1978-03-26";1.73;84.5;"O+"
"F";"1971-07-11";1.84;81.2;"O+"
"F";"1974-06-08";1.3;62.6;"O+"
"M";"1982-03-18";1.5;67.5;"B+"
"F";"1978-03-13";1.52;68.4;"A+"
"M";"1981-07-22";1.65;88.9;"B+"
"F";"1984-08-02";1.44;69.9;"O+"
"M";"1988-05-02";1.64;73.6;"O+"
"M";"1980-09-19";1.95;65.2;"A+"
"M";"1974-07-21";1.84;65.9;"A+"
"M";"1980-08-11";1.59;59.8;"B+"
"M";"1978-02-17";1.5;66.9;"O+"
"F";"1966-03-11";1.35;58.4;"O+"
"F";"1999-08-23";1.52;65.1;"A+"
"M";"1975-10-25";1.84;63.3;"O+"
"F";"1981-03-09";1.82;68;"A+"
"F";"1987-10-19";1.63;70.4;"O+"
"F";"1973-10-26";1.6;54.2;"O+"
"F";"1972-09-12";1.54;76.3;"B+"
"M";"2001-02-21";1.48;73.1;"O+"
"M";"1985-08-23";1.84;78.9;"B-"
"F";"1982-10-26";1.64;59.1;"AB+"
"M";"1980-03-04";1.73;60.4;"A-"
"F";"1995-06-28";1.58;90.3;"O+"
"M";"1975-02-12";1.31;65.6;"A+"
"M";"1972-06-05";1.72;83;"O+"
"F";"1972-07-09";1.49;67.2;"O+"
"F";"1993-11-02";1.43;66.8;"B-"
"F";"1988-10-07";1.38;78.2;"A+"
"F";"1983-08-16";1.87;61.1;"B+"
"F";"1977-07-09";1.72;74.7;"O+"
"M";"1995-03-07";1.57;75.6;"B+"
"F";"1972-05-14";1.66;56.4;"A+"
"M";"1987-03-04";1.42;74.2;"B+"
"M";"1977-07-04";1.56;70.3;"B+"
"F";"1980-04-24";1.68;58.3;"B+"
"M";"1987-11-21";1.67;76.9;"B+"
"M";"1972-10-13";1.77;58;"O+"
"M";"1976-11-28";1.48;67.8;"AB+"
"F";"1966-08-08";1.5;82.3;"A+"
"M";"1987-11-09";1.68;67.8;"A+"
"M";"1968-04-13";1.81;53.4;"A+"
"F";"1980-11-02";1.57;62.7;"O+"
"M";"1989-07-08";1.82;66;"A+"
"M";"1979-08-11";1.89;64.1;"A+"
"M";"1978-08-25";1.7;64.1;"AB+"
"F";"1978-06-14";1.38;61.5;"B+"
"F";"1990-08-01";1.7;84.5;"O+"
"M";"1991-09-10";1.87;68.7;"AB+"
"F";"1979-10-04";1.65;71.5;"A+"
"M";"1978-09-19";1.49;78.6;"B+"
"M";"1977-08-21";1.67;83.1;"O+"
"F";"1981-02-09";1.77;56.2;"B+"
"M";"1972-11-04";1.67;53;"B+"
"M";"1981-10-03";1.9;82.5;"A+"
"F";"1985-09-23";1.71;71.6;"A+"
"M";"1975-07-22";1.42;86.1;"AB+"
"F";"1986-09-18";1.67;64.9;"B+"
"F";"1981-10-25";1.81;58.3;"A+"
"F";"1971-04-15";1.66;70.8;"O+"
"M";"1990-07-08";1.65;74.4;"A+"
"F";"1998-07-12";1.61;64.5;"O+"
"M";"1988-04-22";1.64;80.4;"B+"
"M";"1978-09-23";1.84;66.2;"A+"
"F";"1979-02-04";1.55;71.4;"A+"
"F";"1992-09-21";1.27;64;"O+"
"M";"1966-02-16";1.75;74.5;"A+"
"M";"1972-02-18";1.5;43.2;"B+"
"M";"1981-06-22";1.81;86.2;"O+"
"F";"1988-04-19";1.64;73.8;"B+"
"F";"1972-09-13";1.64;59.1;"O+"
"F";"1978-03-21";1.56;76.8;"O-"
"M";"1973-09-01";1.8;59.1;"O+"
"F";"1984-04-25";1.75;75.2;"O+"
"F";"1981-08-08";1.43;78.1;"B+"
"M";"1983-07-09";1.54;64.4;"B+"
"M";"1977-05-27";1.54;52;"B+"
"M";"1980-10-01";1.8;62;"B+"
"F";"1979-07-02";1.46;65.2;"A+"
"F";"1989-10-24";1.32;58.1;"B+"
"F";"1972-07-20";1.62;45.5;"O+"
"M";"1978-06-27";1.62;85.1;"O-"
"F";"1977-04-27";1.71;67.9;"A+"
"F";"1985-07-23";1.52;63.3;"B-"
"M";"1986-11-27";1.81;79.2;"B+"
"F";"1970-06-27";1.64;60.9;"AB+"
"F";"1969-02-21";1.57;52.5;"B+"
"M";"1976-07-13";1.52;66.3;"O+"
"F";"1987-10-16";1.71;65.7;"O+"
"F";"1973-10-11";1.46;80.8;"AB+"
"M";"1977-02-02";1.73;57.2;"O+"
"M";"1976-06-12";1.65;62.6;"A+"
"F";"1986-02-22";1.62;46.9;"O+"
"F";"1976-06-25";1.72;60.9;"A+"
"M";"1984-09-04";1.57;60.2;"B+"
"M";"1976-09-26";1.55;69.8;"B+"
"F";"1981-11-14";1.74;71.2;"A+"
"M";"1970-07-10";1.59;70.2;"O+"
"F";"1980-05-18";1.6;63.6;"O+"
"F";"1989-10-18";1.54;74.7;"AB-"
"M";"1970-10-22";1.54;62;"O+"
"M";"1982-03-27";1.61;68.8;"AB-"
"F";"1979-04-10";1.64;62.1;"AB+"
"M";"1971-06-27";1.78;73.2;"A+"
"M";"1976-11-20";1.36;71.2;"A-"
"F";"1987-02-14";1.77;56.7;"B+"
"M";"1986-03-09";1.56;74.5;"A+"
"F";"1983-08-24";1.73;67.3;"O+"
"F";"1976-06-12";1.68;82.4;"A+"
"M";"1985-08-18";1.71;77.1;"B+"
"M";"1980-09-17";1.81;57.7;"B+"
"M";"1985-09-12";1.62;71.3;"A+"
"F";"1978-11-18";1.73;75.3;"A+"
"M";"1987-10-13";1.49;60;"A-"
"F";"1998-10-03";1.51;77.6;"A+"
"F";"1972-04-27";1.66;65.9;"O+"
"F";"1979-09-28";1.57;58.2;"B+"
"F";"1972-09-12";1.47;86.2;"A+"
"M";"1971-06-13";1.66;49.7;"B+"
"M";"1980-03-04";1.77;72.8;"A+"
"F";"1982-06-12";1.64;53;"O+"
"F";"1985-06-23";1.63;74;"B+"
"M";"1983-08-03";1.8;72.2;"A+"
"F";"1991-02-01";1.59;75.3;"O+"
"F";"1982-07-08";1.58;79.5;"A+"
"M";"1974-02-05";1.52;84.5;"B+"
"M";"1979-04-07";1.93;59.5;"B+"
"F";"1969-02-03";1.61;84;"B+"
"F";"1982-02-03";1.59;78.6;"O+"
"M";"1985-08-18";1.53;71.4;"A+"
"M";"1986-10-03";1.69;73.5;"O+"
"M";"1968-11-22";1.38;64.8;"O+"
"F";"1979-06-27";1.55;52;"O-"
"M";"1980-06-04";1.74;57.5;"A-"
"F";"1976-08-04";1.59;71.9;"B+"
"M";"1976-05-27";1.5;74.5;"A-"
"F";"1985-09-20";1.65;47.6;"O+"
"F";"1983-06-16";1.37;72.3;"AB+"
"M";"1981-04-16";1.71;72.8;"A+"
"M";"1967-11-16";1.76;70.5;"B+"
"M";"1978-07-08";1.67;59.7;"A+"
"F";"1982-05-02";1.73;75.2;"B+"
"F";"1968-06-23";1.58;56.7;"O+"
"M";"1988-11-08";1.7;70.7;"O+"
"F";"1988-06-08";1.51;65;"A+"
"M";"1977-02-17";1.99;63.2;"O+"
"F";"1975-08-12";1.73;55.9;"O+"
"F";"1983-06-08";1.18;52;"O+"
"M";"1975-06-24";1.74;58;"AB+"
"M";"1982-11-09";1.78;64.5;"A+"
"M";"1978-09-09";1.41;67.2;"B+"
"M";"1978-03-02";1.82;66.8;"A+"
"F";"1989-03-16";1.88;65.6;"A+"
"M";"1971-09-24";1.76;63;"O+"
"M";"1968-06-07";1.51;59.9;"A+"
"M";"1985-04-02";1.55;61.6;"AB+"
"F";"1978-07-09";1.6;71;"A+"
"F";"1979-10-22";1.6;51.2;"B+"
"M";"1989-05-10";1.7;84.8;"O+"
"M";"1974-03-13";1.55;69.1;"A+"
"F";"1983-03-05";1.47;94.9;"A+"
"F";"1985-09-08";1.71;75.1;"A+"
"F";"1976-08-15";1.63;55.3;"O-"
"M";"1982-09-27";1.88;62.3;"B+"
"M";"1964-06-25";1.8;69.8;"A-"
"F";"1998-11-09";1.39;45;"A+"
"F";"1974-07-23";1.53;61.7;"A+"
"M";"1981-04-02";1.53;83;"O+"
"F";"1975-09-26";1.74;55;"O+"
"F";"1972-08-14";1.63;56.2;"O+"
"F";"1977-07-07";1.41;72.5;"O+"
"M";"1987-05-05";1.63;73.3;"A+"
"F";"1983-04-23";1.7;76.1;"A+"
"F";"1982-04-07";1.46;73.2;"A+"
"M";"1986-02-08";1.72;48.2;"O+"
"M";"1998-09-28";1.69;82.7;"O+"
"F";"1982-07-18";1.78;75.2;"B+"
"M";"1988-11-20";1.67;79.8;"AB+"
"M";"1979-04-11";2;67.8;"A+"
"M";"1976-10-13";1.77;60.2;"A+"
"M";"1983-06-24";1.85;63.1;"A+"
"M";"2000-10-02";1.67;56;"A+"
"M";"1967-09-05";1.32;61.8;"A+"
"M";"1982-08-12";1.97;61.8;"O+"
"M";"1976-10-17";1.49;71.1;"A+"
"M";"1981-07-25";1.48;51.8;"A+"
"M";"1992-03-28";1.69;74.3;"O+"
"F";"1981-03-28";1.41;63.2;"A+"
"F";"1979-10-23";1.7;74.4;"O+"
"M";"1976-03-02";1.92;62.9;"O+"
"M";"1992-03-23";1.85;78.3;"O+"
"F";"1977-10-13";1.34;84.7;"A+"
"M";"1972-04-14";1.69;52.7;"B+"
"F";"1977-03-14";1.73;78.1;"A+"
"F";"1979-10-07";1.62;73.2;"A+"
"M";"1981-11-15";1.55;68.3;"B+"
"F";"1975-08-10";1.58;59.7;"B+"
"F";"1980-08-15";1.63;74.9;"O+"
"M";"1970-07-05";1.82;55.5;"B+"
"M";"1987-02-08";1.26;54.3;"AB+"
"F";"1983-09-21";1.55;68.8;"B+"
"F";"1967-02-18";1.66;76.3;"B+"
"F";"1985-04-03";1.5;64.5;"B+"
"M";"1978-08-16";1.87;54.4;"O+"
"F";"1985-03-05";1.6;83.4;"O+"
"M";"1986-06-07";1.66;76.1;"O+"
"M";"1966-02-16";1.46;86.6;"O+"
"F";"1976-06-14";1.34;67;"AB+"
"F";"1974-07-01";1.56;91.7;"O+"
"M";"1977-11-20";1.84;90.9;"O+"
"M";"1974-10-26";1.69;75.9;"B+"
"F";"1970-08-10";1.44;69.8;"O+"
"F";"1970-08-19";1.72;75;"A+"
"M";"1976-07-28";1.52;81.8;"O+"
"M";"1975-05-16";1.86;70.4;"A+"
"M";"1965-05-13";1.52;76;"O+"
"M";"1983-11-01";1.73;51.3;"O-"
"M";"1977-09-13";1.78;57.9;"A-"
"F";"1980-10-19";1.35;89.5;"O+"
"M";"1968-03-22";1.72;66.9;"O-"
"M";"1983-09-26";1.72;88.5;"A+"
"F";"1984-07-21";1.67;84.2;"A+"
"M";"1982-08-16";1.58;90.7;"A+"
"M";"1970-07-05";1.74;68.2;"B+"
"F";"1975-09-26";1.65;71.7;"O+"
"F";"1984-08-20";1.77;70.8;"A+"
"M";"1992-10-27";1.45;69.4;"O+"
"F";"1984-10-19";1.53;81.1;"A+"
"F";"1984-05-23";1.62;68.6;"A+"
"F";"1982-11-14";1.29;84.7;"B+"
"M";"1980-04-11";1.49;51.7;"A+"
"F";"1977-08-10";1.61;74.9;"A+"
"F";"1972-10-03";1.49;51.4;"O+"
"M";"1975-09-03";1.53;73.7;"O+"
"M";"1976-04-16";1.44;75.3;"B+"
"F";"1974-04-07";1.49;81.8;"B+"
"F";"1966-10-05";1.64;55.8;"B+"
"F";"1981-05-08";1.8;69.5;"A+"
"F";"1982-11-07";1.45;74.3;"A+"
"F";"1980-07-22";1.36;65.9;"O-"
"M";"1974-06-17";1.85;52.5;"O+"
"M";"1980-11-02";2.04;75.8;"B+"
"F";"1987-09-15";1.42;58.5;"A+"
"F";"1986-03-13";1.31;66.3;"O-"
"M";"1972-09-21";1.79;75.6;"B+"
"M";"1987-03-04";1.78;60;"O+"
"M";"1979-07-20";1.52;75.7;"B+"
"F";"1979-11-13";1.63;67.8;"O+"
"M";"1983-03-02";1.56;63.8;"AB-"
"F";"1972-08-02";1.7;79.6;"O+"
"M";"1976-10-20";1.89;72;"O+"
"M";"1980-11-19";1.91;67.6;"A+"
"M";"1980-06-17";1.87;74.5;"B+"
"M";"1985-06-04";1.73;70.8;"B+"
"M";"1973-02-13";1.68;77.7;"O+"
"F";"1989-08-01";1.57;74.2;"B+"
"F";"1987-09-09";1.46;69.3;"A+"
"F";"1987-07-03";1.38;46.2;"B+"
"M";"1970-03-07";1.77;48;"O+"
"M";"1989-04-21";1.71;72.6;"B+"
"M";"1976-07-04";1.71;66.1;"O+"
"F";"1980-09-24";1.38;81.1;"A+"
"M";"1987-03-04";1.31;76.7;"A+"
"M";"1981-08-28";1.75;60.9;"O+"
"F";"1978-09-21";1.36;62.9;"B+"
"M";"1966-10-27";1.88;81.2;"O+"
"F";"1996-04-05";1.28;69.5;"A+"
"F";"1985-10-04";1.15;69.4;"A+"
"M";"1977-06-10";1.93;79.1;"O+"
"M";"1987-10-16";1.74;73.2;"A+"
"F";"1982-09-12";1.36;72.2;"A+"
"F";"1969-03-27";1.6;66.6;"O+"
"F";"1981-11-15";1.72;59.1;"B+"
"M";"1982-08-08";1.85;65.4;"AB+"
"F";"1990-10-14";1.54;69.1;"B+"
"M";"1968-03-28";1.23;83.7;"B+"
"F";"1986-09-20";1.68;60.4;"O+"
"M";"1967-03-26";1.65;93.2;"O+"
"M";"1971-05-08";1.42;58.8;"O+"
"F";"1989-04-16";1.65;84.5;"O+"
"F";"1980-04-04";1.62;70;"A+"
"M";"1983-02-13";1.9;71.5;"A+"
"M";"1976-03-15";1.95;60.9;"O+"
"F";"1983-11-01";1.49;75.2;"O+"
"F";"1984-06-07";1.51;61.6;"O+"
"F";"1969-11-13";1.48;73.3;"A-"
"F";"1989-03-23";1.49;56.7;"O+"
"M";"1981-05-23";1.54;64.9;"O+"
"F";"1981-10-23";1.24;80.1;"O+"
"M";"1991-02-22";1.21;54.4;"O+"
"F";"1991-11-23";1.78;73.2;"A+"
"M";"1992-07-01";1.74;83.6;"O+"
"F";"1981-06-23";1.47;79.8;"B+"
"M";"1979-07-26";1.48;67.2;"O+"
"M";"1979-08-07";1.35;67;"A+"
"M";"1989-09-10";1.65;66.5;"O+"
"F";"1972-05-27";1.52;74.8;"O+"
"F";"1983-04-14";1.96;76;"O+"
"F";"1987-04-21";1.72;71.7;"A-"
"M";"1970-06-01";1.67;51.6;"O+"
"F";"1984-11-13";1.59;71.9;"A+"
"M";"1979-07-26";1.62;84.4;"A+"
"F";"1989-04-11";1.45;73.6;"O+"
"M";"1984-11-07";1.67;85.1;"O+"
"F";"1979-08-24";1.51;60.9;"O+"
"M";"1983-06-24";1.67;63.4;"B+"
"F";"1986-04-18";1.65;77.9;"A+"
"F";"1987-05-25";1.98;74.4;"A+"
"M";"1981-07-28";2.11;61.2;"A+"
"M";"1978-03-13";1.85;79.5;"B+"
"M";"1977-09-04";1.86;79.9;"A+"
"F";"1978-09-27";1.79;65.5;"O+"
"F";"1989-04-07";1.57;58.7;"B+"
"F";"1982-05-21";1.64;74.1;"O+"
"M";"1974-02-28";1.54;58.4;"A+"
"M";"1983-11-25";1.76;77;"O+"
"M";"1978-08-09";1.42;79.1;"A+"
"F";"1986-05-24";1.72;67.3;"A+"
"F";"1977-08-12";1.87;60.4;"B+"
"M";"1966-04-19";1.87;60.6;"O+"
"F";"1978-05-10";1.46;57.9;"O-"
"F";"1979-10-17";1.37;67.9;"O+"
"M";"1982-08-18";1.65;60.8;"B+"
"F";"1978-07-28";1.64;58.9;"A+"
"F";"1978-03-23";1.92;67.1;"O+"
"M";"1965-11-10";1.38;68.8;"O+"
"M";"1985-08-21";1.92;65;"B+"
"F";"1972-07-25";1.6;49;"A+"
"M";"1977-11-20";1.86;78.4;"O+"
"M";"1988-04-02";1.37;71.9;"O+"
"F";"1988-03-14";1.63;77.9;"A+"
"F";"1994-02-20";1.33;71.5;"A+"
"F";"1988-10-23";1.77;83;"A+"
"M";"1981-06-04";1.91;63;"B+"
"M";"1969-03-22";1.66;67.6;"O+"
"M";"1979-05-27";1.62;74.2;"B-"
"M";"1982-05-24";1.62;48.9;"A+"
"F";"1985-04-19";1.59;80.6;"A+"
"M";"1985-09-28";1.93;84.9;"O+"
"M";"1968-05-08";1.53;73.9;"A+"
"M";"1986-10-07";1.99;71.6;"A+"
"M";"1984-10-22";1.74;60.4;"B+"
"M";"1981-06-02";1.56;70.6;"A+"
"M";"1986-08-17";1.7;63.7;"O+"
"F";"1988-03-21";1.51;75.9;"A+"
"F";"1971-10-03";1.45;81.3;"A+"
"M";"1978-10-14";1.72;60.9;"A+"
"M";"1986-07-22";1.72;63.4;"A+"
"M";"1965-05-20";1.44;47.8;"A-"
"F";"1979-09-07";1.41;72.2;"O+"
"F";"1979-09-11";1.42;75.8;"A+"
"F";"1985-09-08";1.6;93.2;"O+"
"F";"1992-02-16";1.77;72.1;"O+"
"M";"1971-08-15";1.63;61.8;"A+"
"F";"1978-03-05";1.54;54.4;"A-"
"F";"1979-08-04";1.73;81.7;"O+"
"F";"1984-03-10";1.69;78.7;"O+"
"F";"1984-03-20";1.58;69.1;"B+"
"M";"1983-11-01";1.82;67.8;"A+"
"M";"1980-04-20";1.71;83.6;"A+"
"F";"1984-02-19";1.83;67.7;"B+"
"M";"1973-10-19";1.76;90.8;"B+"
"M";"1984-07-08";1.61;72.1;"A-"
"F";"1978-07-04";1.38;64.9;"AB+"
"M";"1965-08-28";1.49;78.5;"B+"
"F";"1980-06-03";1.31;79;"O+"
"F";"1983-08-18";1.48;45.6;"O+"
"F";"1982-06-27";1.54;55.9;"B+"
"F";"1983-10-27";1.46;78;"B+"
"M";"1978-11-26";1.71;78.4;"O+"
"M";"1990-11-02";1.77;55.8;"AB+"
"M";"1998-07-06";1.58;75.3;"A+"
"M";"1978-10-25";1.75;66.6;"A+"
"M";"1987-05-17";1.71;81.7;"AB+"
"M";"1991-02-10";1.99;56;"A+"
"F";"1976-03-28";1.58;53.8;"A+"
"F";"1973-07-22";1.6;62.6;"B+"
"M";"1987-05-18";1.69;56.3;"A+"
"M";"1979-11-08";1.67;78;"B+"
"M";"1986-10-07";1.8;78.9;"O+"
"M";"1972-04-11";1.63;66.4;"O+"
"F";"1973-08-22";1.46;73.4;"A+"
"M";"1975-03-26";1.32;65.5;"B+"
"M";"1988-09-15";1.74;63.6;"B+"
"F";"1964-05-25";1.58;62;"B+"
"F";"1977-02-26";1.69;68.1;"O+"
"F";"1990-02-08";1.73;70;"A+"
"M";"1976-06-23";1.61;70.3;"O+"
"M";"1975-11-08";1.69;61.1;"AB+"
"F";"1974-02-11";1.61;81.4;"O+"
"M";"1979-06-02";1.45;56.9;"A+"
"F";"1980-04-16";1.83;95.9;"B+"
"M";"1966-02-24";1.59;65.3;"O+"
"F";"1991-04-19";1.63;69.5;"B-"
"M";"1977-05-15";1.53;51.7;"B+"
"M";"1985-05-05";1.88;69.1;"O+"
"F";"1982-07-13";1.77;78.1;"O+"
"F";"1981-09-18";1.5;69.2;"B+"
"M";"1986-11-03";1.29;78.7;"A+"
"M";"1983-04-19";1.77;63;"B+"
"F";"1972-07-21";1.55;75.5;"B+"
"M";"1970-05-09";1.74;72.5;"O+"
"M";"1977-03-02";1.8;88.2;"B+"
"F";"1979-07-23";1.63;57;"O+"
"F";"1993-10-02";1.63;66.9;"A+"
"F";"1965-07-11";1.3;76.5;"O+"
"F";"1974-02-24";1.26;67.5;"B+"
"F";"1966-06-24";1.57;82;"A+"
"M";"1974-02-05";1.67;77.1;"A+"
"M";"1976-08-27";1.44;66.6;"O+"
"F";"1985-02-27";1.29;49;"B+"
"F";"1973-02-03";1.65;72.5;"B+"
"M";"1976-05-23";1.66;71;"O+"
"M";"1993-11-12";1.5;64.1;"A+"
"M";"1970-05-13";1.46;65.3;"A+"
"F";"1983-06-04";1.35;55.5;"O+"
"F";"1977-07-24";1.8;60.9;"A+"
"F";"1982-05-08";1.6;87.6;"A+"
"F";"1987-02-03";1.2;45;"O+"
"M";"1988-03-21";1.63;77.7;"A+"
"M";"1975-08-13";1.53;63.5;"A+"
"M";"1973-06-09";1.82;60.2;"O+"
